**** Planta:  102 GUATAPE      Penal:          -1.
2021 1655.48 1578.99 1502.49    1426 1339.85 1229.57 1119.29 1009.01  902.05  814.94  727.83  656.34  624.36  598.07  576.04  554.01  531.98  519.29  529.95  578.68  633.54   688.4  743.61  798.83  869.82  925.03  975.75 1040.83 1158.09 1275.34 1367.46 1426.09 1484.72 1543.34 1601.97 1601.97 1601.97 1601.97 1601.97 1594.35 1583.69 1573.04 1586.29 1623.28 1669.91 1716.55 1763.19 1800.16 1779.15 1758.14 1737.13 1716.12
2022 1655.48 1578.99 1502.49    1426 1339.85 1229.57 1119.29 1009.01  902.05  814.94  727.83  656.34  624.36  598.07  576.04  554.01  531.98  519.29  529.95  578.68  633.54   688.4  743.61  798.83                                                                                                                                                                                                                                
**** Planta:  403 CHIVOR       Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                   50.22   55.04   61.51   67.98   91.54  115.42  151.81  204.88  257.96  311.03   364.1  377.81  391.52  405.23  418.94  423.81  425.14  426.46  427.79  429.52  432.26     435  437.75  440.49  424.57  408.65  392.72   376.8
2020  358.61   338.7   318.8   298.9     279  259.15  239.29  219.43  199.58  178.35  157.12  135.89  114.66   94.59    75.4   56.21   37.01   24.37   26.88   29.38   31.89   34.39   39.21   44.03   50.22   55.04   61.51   67.98   91.54  115.42  151.81  204.88  257.96  311.03   364.1  377.81  391.52  405.23  418.94  423.81  425.14  426.46  427.79  429.52  432.26     435  437.75  440.49  424.57  408.65  392.72   376.8
2021  358.61   338.7   318.8   298.9     279  259.15  239.29  219.43  199.58  178.35  157.12  135.89  114.66   94.59    75.4   56.21   37.01   24.37   26.88   29.38   31.89   34.39   39.21   44.03   50.22   55.04   61.51   67.98   91.54  115.42  151.81  204.88  257.96  311.03   364.1  377.81  391.52  405.23  418.94  423.81  425.14  426.46  427.79  429.52  432.26     435  437.75  440.49  424.57  408.65  392.72   376.8
2022  358.61   338.7   318.8   298.9     279  259.15  239.29  219.43  199.58  178.35  157.12  135.89  114.66   94.59    75.4   56.21   37.01   24.37   26.88   29.38   31.89   34.39   39.21   44.03                                                                                                                                                                                                                                
**** Planta:  404 PRADO        Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                  421.45  429.93  433.78  437.63  441.48  445.33  448.25  450.48  452.71  454.93  457.29  460.41  463.54  466.67  469.79  477.38  485.71  494.03  502.36  513.61  528.75  543.89  559.02  571.47  567.72  563.98  560.23  556.49
2020  545.68  532.05  518.41  504.78  489.42  469.77  450.12  430.47   411.4  395.88  380.35  364.82   349.3  342.39  338.92  335.46     332  336.17  350.53  364.89  379.24   393.6  402.08  410.55  421.45  429.93  433.78  437.63  441.48  445.33  448.25  450.48  452.71  454.93  457.29  460.41  463.54  466.67  469.79  477.38  485.71  494.03  502.36  513.61  528.75  543.89  559.02  571.47  567.72  563.98  560.23  556.49
2021  545.68  532.05  518.41  504.78  489.42  469.77  450.12  430.47   411.4  395.88  380.35  364.82   349.3  342.39  338.92  335.46     332  336.17  350.53  364.89  379.24   393.6  402.08  410.55  421.45  429.93  433.78  437.63  441.48  445.33  448.25  450.48  452.71  454.93  457.29  460.41  463.54  466.67  469.79  477.38  485.71  494.03  502.36  513.61  528.75  543.89  559.02  571.47  567.72  563.98  560.23  556.49
2022  545.68  532.05  518.41  504.78  489.42  469.77  450.12  430.47   411.4  395.88  380.35  364.82   349.3  342.39  338.92  335.46     332  336.17  350.53  364.89  379.24   393.6  402.08  410.55                                                                                                                                                                                                                                
**** Planta:  408 BETANIA      Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                     580  597.68  613.93  630.17  646.42  662.67   678.1  692.91  707.73  722.55   736.5  745.24  753.99  762.73  771.47  780.89  790.42  799.95  809.47  821.32  836.26   851.2  866.14  877.98  871.25  864.52  857.79  851.06
